vin,color,brand,model,engine,transmission,mileage,price,sale,dealer,owner
2650,Dark Grey,Renault,Scénic,Petrol,Standard,55776,139532,815,7,203
2651,Beige,BMW,745,Petrol,Automatic,15522,93642,83,27,382
2652,Dark Blue,Fiat,Croma,Diesel,Automatic,747,141056,,29,
2653,Dark Grey,Suzuki,Grand Vitara,W,Automatic,3228,140523,83,27,382
2654,Green,Alfa Romeo,Spider,Diesel,Automatic,58637,115864,697,18,171
2655,Blue,Ford,Grand Marquis,V8,Standard,61567,27343,,8,
2656,Dark Blue,Hyundai,Terracan,Diesel,Automatic,16896,119290,512,24,441
2657,Dark Grey,Subaru,Brat,Petrol,Automatic,74054,103005,775,17,81
2658,Yellow,Audi,Coupé 20V,V6,Standard,60421,25323,820,7,94
2659,Dark Green,Nissan,Multi,Petrol,Automatic,63473,126617,643,26,330
2660,Orange,Hyundai,XG350,Petrol,Standard,41434,43013,8,19,426
2661,Dark Green,Suzuki,Swift,Inine,Standard,35700,147996,507,5,331
2662,Light Grey,Jaguar,S-Type,V8,Standard,52941,55450,89,14,405
2663,Dark Blue,Honda,CR-V,Petrol,Automatic,20498,125262,23,10,205
2664,Blue,Mercedes Benz,103,Petrol,Standard,39597,31569,650,23,467
2665,Blue,Pontiac,Firefly,Electric,Standard,44498,75818,332,9,428
2666,White,Jaguar,Super V8,W,Automatic,8334,18500,434,9,191
2667,Dark Green,Subaru,Loyale,Inine,Automatic,39501,125776,104,20,340
2668,Dark Green,Nissan,L50,V8,Automatic,20341,105168,204,23,294
2669,Blue,Mercedes Benz,C350,V6,Automatic,68435,14358,373,27,176
2670,Pearl,Subaru,GL,V8,Standard,33864,3831,867,0,178
2671,Purple,Alfa Romeo,155,Inine,Automatic,64381,32107,384,9,459
2672,Beige,Peugeot,604,Diesel,Standard,9664,1766,720,18,353
2673,Grey,Nissan,L60,Petrol,Standard,69387,63565,816,25,15
2674,Pearl,Renault,Alliance,Inine,Standard,37763,40805,293,26,35
2675,Dark Blue,Peugeot,405,Petrol,Standard,54795,88298,341,2,236
2676,Blue,Subaru,Liberty,V8,Standard,14274,113153,,15,
2677,Red,Ford,E-250,Diesel,Automatic,19833,57143,618,1,258
2678,Dark Blue,Ford,Fairlane,V8,Standard,56631,102790,575,28,75
2679,Dark Grey,Audi,RS 4,Diesel,Standard,51172,106604,,18,
2680,Pearl,Peugeot,406,W,Standard,64419,85489,294,0,305
2681,Pearl,Renault,30,Diesel,Standard,28516,71461,169,0,379
2682,Black,GMC,Suburban,Inine,Automatic,46534,33408,168,9,106
2683,White,Toyota,Station Wagon,W,Standard,22028,72846,,20,
2684,White,Nissan,200SX,Diesel,Automatic,63671,53652,,27,
2685,White,Honda,Civic DelSol,Petrol,Standard,60026,3801,139,19,480
2686,Dark Blue,Suzuki,Vitara,V8,Automatic,60732,117071,438,28,322
2687,Dark Blue,Peugeot,807,Inine,Standard,29337,19433,,16,
2688,Beige,Jaguar,XJ Series,Electric,Automatic,62352,140982,528,23,36
2689,Blue,Peugeot,205,Petrol,Standard,65207,127920,37,21,435
2690,Grey,Peugeot,806,V6,Automatic,17412,11183,,1,
2691,Black,Volkswagen,Golf III Cabrio,V6,Standard,8709,110117,942,12,400
2692,Dark Grey,Pontiac,Grand Am,W,Standard,13102,137044,975,16,25
2693,Light Grey,Mazda,6 Sport,Inine,Automatic,26401,15066,7,9,100
2694,Beige,Pontiac,Scooter,Diesel,Automatic,11090,77816,359,20,156
2695,Light Grey,Nissan,Cargo,V8,Automatic,68471,27427,292,27,257
2696,Beige,Suzuki,Jimny,V8,Standard,36764,138155,772,24,422
2697,Pearl,Ford,Tudor,Diesel,Standard,4347,49515,370,27,393
2698,Pearl,Kia,Shuma II,Inine,Automatic,70690,137606,,24,
2699,Blue,Suzuki,SX4,Petrol,Automatic,7965,49377,448,17,198
2700,Light Grey,Mercedes Benz,Vito,Electric,Standard,2887,1601,675,2,486
2701,Yellow,Volkswagen,Dasher,Petrol,Standard,40074,51393,467,6,153
2702,Pearl,Ferrari,F355,Diesel,Automatic,27017,45887,814,6,162
2703,White,Hyundai,Santa Fe,V6,Standard,1729,110326,,1,
2704,Grey,Audi,A6,V8,Automatic,33113,39180,714,7,304
2705,Dark Grey,GMC,Sprint,Inine,Automatic,58714,142776,332,9,428
2706,Beige,Mercedes Benz,450,W,Automatic,24870,35454,419,20,67
2707,White,Porsche,Carrera GT,Inine,Standard,25329,97451,334,4,126
2708,White,Fiat,Tipo (Digital),V8,Automatic,4020,6565,785,20,372
2709,Dark Blue,Mercedes Benz,123,Petrol,Automatic,14679,62052,799,25,119
2710,Grey,Audi,100 C4 Series,W,Automatic,14168,35301,728,9,109
2711,Red,BMW,5 Series,Diesel,Automatic,61852,137503,651,24,70
2712,Dark Green,Porsche,911,W,Standard,22308,120146,948,23,261
2713,Orange,Jaguar,XK,V6,Standard,10826,118605,559,27,237
2714,Purple,Nissan,Pulsar,Inine,Standard,32933,88224,810,7,376
2715,Dark Green,Alfa Romeo,159,W,Automatic,26141,38506,757,3,47
2716,Pearl,Honda,MDX,V6,Automatic,35991,48554,237,12,384
2717,Pearl,Subaru,Justy,V8,Standard,45572,142264,,9,
2718,Light Grey,Subaru,Outback,Inine,Automatic,56309,34721,640,27,339
2719,Dark Grey,Kia,Sephia II,V6,Automatic,35112,113174,967,24,36
2720,Purple,Pontiac,Grand Prix,V8,Standard,35938,98420,833,18,482
2721,Blue,Mercedes Benz,S320,V8,Standard,45038,108281,424,28,390
2722,Red,Suzuki,Baleno,Petrol,Standard,47113,101012,908,22,67
2723,Grey,Renault,Scénic,Petrol,Standard,47644,89468,401,18,409
2724,Orange,Nissan,240Z,Inine,Automatic,68080,3631,,6,
2725,Green,Hyundai,Accent,Petrol,Automatic,9518,149113,756,15,205
2726,Black,BMW,M3,Inine,Automatic,24271,80952,,11,
2727,Purple,GMC,Safari,Inine,Automatic,62454,43025,526,26,466
2728,White,Mazda,Millenia,V8,Standard,44087,68932,170,2,234
2729,Red,Alfa Romeo,75,V6,Standard,21176,52364,,18,
2730,Green,Ferrari,500,W,Automatic,74530,116770,63,23,216
2731,Grey,Mercedes Benz,SLK-Class,W,Standard,10372,96359,910,18,148
2732,Blue,Mazda,5,Petrol,Automatic,49040,45458,871,20,483
2733,Purple,Renault,Clio,Diesel,Standard,50096,10398,316,1,407
2734,Dark Green,Mazda,929,V8,Automatic,21222,73239,129,5,157
2735,Red,Suzuki,Baleno,W,Standard,63078,92036,355,13,47
2736,Dark Green,Subaru,Outback,Electric,Automatic,50621,87964,48,16,33
2737,Beige,Kia,Picanto,V8,Automatic,59635,118902,,23,
2738,Blue,Renault,21,Diesel,Automatic,30810,90284,505,1,324
2739,Red,Kia,Rondo,Inine,Automatic,19283,48771,201,1,331
2740,Light Grey,Alfa Romeo,33,V6,Automatic,20830,78601,424,28,390
2741,Dark Blue,Ford,Thunderbird,Electric,Standard,31338,100765,370,27,393
2742,Black,Alfa Romeo,GTV,Diesel,Automatic,42178,67515,,10,
2743,Green,Toyota,MR2,V8,Standard,7774,19080,42,10,185
2744,Red,Honda,Civic Si,Electric,Standard,73181,71485,155,25,127
2745,Green,Mercedes Benz,C32,V8,Standard,17479,52758,182,12,357
2746,Dark Grey,Nissan,Sentra Classic,W,Standard,24286,126725,,17,
2747,Dark Green,Peugeot,806,Inine,Standard,15261,4781,301,25,196
2748,Dark Blue,BMW,550,Electric,Standard,42518,136698,691,7,26
2749,Green,Peugeot,307 SW,Diesel,Automatic,11951,106864,429,21,463
2750,Red,Alfa Romeo,GT,V8,Automatic,31714,143265,,24,
2751,Black,Ferrari,330,Diesel,Automatic,46262,131022,,29,
2752,Purple,Audi,Coupé,Diesel,Automatic,24661,40648,910,18,148
2753,Blue,Subaru,Forester,Electric,Automatic,38786,52185,45,13,403
2754,Light Grey,Mercedes Benz,Actros,W,Automatic,11155,79910,341,2,236
2755,Red,Alfa Romeo,33,V6,Standard,48652,102820,465,14,389
2756,Black,Subaru,Loyale,W,Standard,40909,131458,,22,
2757,White,Volkswagen,City Golf,Inine,Standard,42197,58537,120,25,153
2758,Pearl,Mercedes Benz,SLK-Class,V6,Standard,14223,60445,,20,
2759,Light Grey,Subaru,Forester,V6,Automatic,38962,50528,340,25,5
2760,Beige,Toyota,Yaris Verso,Diesel,Automatic,6040,33928,266,7,303
2761,Pearl,Pontiac,Wave,Diesel,Standard,46132,76316,,27,
2762,Dark Green,Ford,EXP,V8,Automatic,3288,69914,388,8,432
2763,White,BMW,650,Inine,Automatic,29659,3190,,15,
2764,Blue,Hyundai,XG350,Diesel,Standard,8509,28334,724,23,484
2765,Black,Suzuki,Verona,W,Standard,62863,39793,590,16,143
2766,Dark Blue,BMW,530,Inine,Automatic,59645,51039,571,23,460
2767,Yellow,Honda,CR-V,Electric,Automatic,54089,6063,305,5,114
2768,Dark Grey,GMC,Yukon XL,Petrol,Standard,58499,139606,395,26,168
2769,Dark Grey,Peugeot,107,Diesel,Automatic,43746,106908,991,16,250
2770,Blue,Mercedes Benz,A-Class,Inine,Standard,44913,38610,,3,
2771,Blue,Hyundai,Entourage,Inine,Standard,15837,64970,946,23,388
2772,Orange,Subaru,Justy,Inine,Automatic,14839,128680,,22,
2773,Light Grey,BMW,745,W,Automatic,37185,119641,242,2,471
2774,Yellow,Suzuki,Jimny,Petrol,Automatic,17095,85501,969,22,450
2775,Black,Pontiac,Grand Prix,W,Automatic,2235,52534,,1,
2776,Grey,Mazda,6,Diesel,Automatic,15989,108379,671,27,58
2777,Orange,Jaguar,XK Series,V8,Standard,11507,141266,625,16,103
2778,Green,Jaguar,XJ-SC,V8,Standard,23281,101591,884,21,439
2779,Red,Renault,Laguna,V8,Standard,48224,68899,676,3,194
2780,Red,Honda,Civic,Inine,Automatic,57151,48550,,9,
2781,White,Subaru,Legacy,V6,Automatic,66586,144654,425,21,302
2782,Dark Grey,Volkswagen,Type III,Petrol,Standard,56562,145062,,25,
2783,Dark Green,Kia,Opirus,Diesel,Automatic,61739,110433,745,26,403
2784,Red,Alfa Romeo,GTV-6,W,Automatic,65308,109896,145,29,118
2785,Black,Suzuki,Samurai,W,Standard,23455,79843,768,12,234
2786,Green,Lexus,ES 350,W,Automatic,54145,113071,808,20,284
2787,Light Grey,Fiat,Punto Grande,Petrol,Standard,36773,129313,362,15,11
2788,Orange,Ferrari,348,Diesel,Standard,24990,117298,357,28,72
2789,Light Grey,Pontiac,Trans Am,V8,Standard,13348,75973,353,19,206
2790,Dark Blue,Honda,Civic Si,W,Standard,47488,25575,677,11,56
2791,Green,Volkswagen,Golf III Cabrio,Petrol,Standard,12905,107368,,15,
2792,Dark Green,Alfa Romeo,159,V6,Automatic,41726,46031,40,0,92
2793,Dark Green,Toyota,LandCruiser 70,Inine,Standard,3029,129893,148,7,146
2794,Black,Ford,F-650,V6,Standard,59926,141107,713,22,493
2795,Light Grey,Mazda,6,W,Automatic,24081,146861,,14,
2796,Dark Grey,Audi,Quattro,W,Automatic,17808,2976,149,24,66
2797,Orange,Nissan,Versa,V8,Standard,53019,46380,750,5,481
2798,Light Grey,Nissan,Primastar,Petrol,Standard,74337,41982,539,0,241
2799,Grey,Subaru,GL,V8,Standard,7267,22900,638,16,69
2800,Purple,Nissan,King Cab,Diesel,Standard,22748,91421,458,5,498
2801,Beige,Toyota,Solara,Inine,Standard,34571,26796,802,10,364
2802,Blue,Porsche,Spyder,Petrol,Automatic,23249,8957,114,27,85
2803,Red,Pontiac,Grand Prix,Petrol,Automatic,14689,32835,253,10,310
2804,Light Grey,Hyundai,Accent,Diesel,Automatic,5498,97683,,2,
2805,Purple,Subaru,Legacy,Inine,Standard,2139,5678,244,21,203
2806,Dark Blue,Chevrolet,Chevelle,V8,Standard,41142,133816,944,27,366
2807,Dark Green,Volkswagen,Phaeton,Inine,Standard,37288,50971,119,10,2
2808,Grey,Pontiac,Montana SV6,Inine,Automatic,24953,59864,467,6,153
2809,Yellow,Ford,Zephyr,Electric,Automatic,26573,10738,622,4,320
2810,Dark Blue,Ferrari,612,Petrol,Automatic,72062,124101,596,24,281
2811,Grey,Renault,18,Electric,Standard,66391,70958,547,5,31
2812,Blue,Hyundai,Sonata,Electric,Automatic,45108,119573,,21,
2813,Dark Blue,Porsche,Carrera,V8,Standard,45518,97989,434,9,191
2814,Yellow,Lexus,ES 300,Inine,Automatic,36353,14073,850,25,44
2815,Green,Alfa Romeo,156,V8,Automatic,59492,119233,,18,
2816,Red,Alfa Romeo,146,Electric,Automatic,36826,9663,,23,
2817,Purple,Nissan,NX,Electric,Automatic,32624,18137,477,22,79
2818,Dark Blue,Honda,Fit,V6,Automatic,68847,122828,465,14,389
2819,Light Grey,Subaru,SVX,W,Automatic,54865,77499,843,20,425
2820,Pearl,Mazda,Protegé5,Diesel,Standard,3433,14618,,28,
2821,Black,Jaguar,XJ,Inine,Automatic,29656,80311,69,22,187
2822,Blue,Maserati,Shamal,V6,Standard,71576,65292,270,19,154
2823,Dark Grey,Kia,Visto,W,Automatic,39076,98157,,28,
2824,Red,Alfa Romeo,146,Diesel,Automatic,61912,77792,188,27,333
2825,Dark Green,GMC,Blazer Fullsize,W,Standard,60550,55285,,4,
2826,Purple,Pontiac,Safari,Petrol,Automatic,14296,31265,839,29,90
2827,Dark Blue,Renault,LeCar,V6,Standard,10935,63261,203,6,81
2828,Red,Chevrolet,Nova,W,Automatic,6460,143663,175,23,21
2829,Green,Audi,A6,Diesel,Standard,26513,123488,754,5,458
2830,Purple,Volkswagen,Polo,Petrol,Standard,1113,77381,219,24,190
2831,Dark Blue,Alfa Romeo,Alfetta,V8,Automatic,18005,18636,159,22,261
2832,Beige,Porsche,944,Electric,Automatic,45105,88541,476,3,208
2833,Black,Volkswagen,New Beetle Cabrio,Inine,Standard,19587,82661,670,16,381
2834,Purple,Hyundai,Azera,Diesel,Standard,18294,22859,21,4,110
2835,Green,Nissan,Note,V6,Standard,3268,31117,140,15,213
2836,Pearl,BMW,M Coupe,W,Standard,65718,125959,548,0,245
2837,Pearl,Chevrolet,Chevelle,V8,Automatic,48841,19743,,12,
2838,Grey,Mazda,GLC,V8,Automatic,30314,136095,495,15,379
2839,Black,Hyundai,Coupé,Inine,Standard,27068,60532,252,21,25
2840,Red,Ferrari,550,Electric,Automatic,6712,35427,786,2,307
2841,Dark Green,Fiat,Punto,Petrol,Standard,50504,135829,188,27,333
2842,Red,Fiat,Dino,Electric,Automatic,42420,60418,,27,
2843,Pearl,GMC,Cyclone,V6,Standard,17922,32279,,7,
2844,Purple,Peugeot,Expert,Inine,Automatic,63694,7935,390,11,274
2845,Pearl,BMW,530,W,Automatic,16166,119817,593,22,414
2846,Dark Green,Mazda,6 Sport Wagon,V8,Standard,23709,66474,320,20,257
2847,Red,Renault,LeCar,Electric,Standard,62093,28370,345,16,83
2848,Pearl,Volkswagen,Taro,Diesel,Standard,50512,50709,,2,
2849,White,Subaru,SVX,Petrol,Standard,42612,69255,937,20,271
2850,Pearl,Renault,Clio,Petrol,Automatic,39627,31289,918,17,247
2851,Green,Mercedes Benz,500,Petrol,Standard,45020,109343,111,29,329
2852,Pearl,Renault,19,Diesel,Automatic,30963,43366,135,19,91
2853,Dark Blue,Fiat,Spider,V8,Automatic,26518,103494,802,10,364
2854,Pearl,Honda,Legend,Diesel,Standard,33732,36121,374,7,277
2855,White,Mercedes Benz,C350,V6,Standard,54070,94136,348,22,57
2856,Black,Chevrolet,Avalanche,V8,Automatic,10058,132523,648,2,348
2857,Grey,Hyundai,Atos,V6,Automatic,47435,53423,98,18,209
2858,Dark Blue,Ford,LTD,V8,Automatic,29829,103445,791,17,72
2859,Grey,Maserati,430,Inine,Standard,68016,71173,452,18,380
2860,Pearl,Lexus,Harrier 4x4,Inine,Automatic,64147,61830,951,1,65
2861,Dark Blue,Volkswagen,City Golf,Inine,Automatic,58405,3295,464,11,202
2862,White,Alfa Romeo,145,V8,Automatic,67637,50792,160,16,160
2863,Grey,Peugeot,107,Inine,Standard,47986,119247,74,8,375
2864,White,Jaguar,XKR,Petrol,Automatic,732,98620,286,29,208
2865,Yellow,Lexus,GX 470,V6,Standard,24810,40230,246,26,78
2866,White,GMC,Envoy XL,W,Automatic,22353,15123,,27,
2867,Dark Blue,Volkswagen,Combi,Diesel,Standard,37337,84571,536,27,140
2868,Light Grey,Ferrari,288,Petrol,Automatic,28496,20363,149,24,66
2869,Dark Blue,Mazda,B3000,Diesel,Automatic,8292,93326,482,4,275
2870,Dark Blue,Toyota,Van,Diesel,Standard,31961,20145,85,24,333
2871,Purple,Jaguar,Sovereign,Diesel,Standard,61117,40554,273,18,128
2872,Light Grey,Kia,Rio,V6,Standard,28405,58129,992,20,88
2873,Purple,Hyundai,Stellar,Inine,Standard,17140,119374,112,7,461
2874,Red,Ford,Model T,Electric,Standard,65640,28781,600,10,493
2875,Light Grey,BMW,3.0,V6,Standard,47558,44867,678,24,427
2876,Blue,Fiat,Doblò,Inine,Automatic,32765,37502,12,13,67
2877,White,Fiat,X1/9,Diesel,Automatic,35550,135970,53,5,272
2878,Light Grey,BMW,750,V8,Automatic,46243,107191,669,10,383
2879,Red,BMW,733,Electric,Standard,69654,38962,188,27,333
2880,Yellow,Fiat,Barchetta,Diesel,Automatic,34476,33452,457,21,250
2881,Pearl,Suzuki,Swift+,Petrol,Automatic,52898,37507,433,17,415
2882,Dark Green,Audi,RS 6,Inine,Standard,68778,133579,620,12,476
2883,Light Grey,Suzuki,Jimny,Petrol,Standard,26358,136127,159,22,261
2884,Blue,Nissan,Interstar,Electric,Standard,17564,47326,,15,
2885,Dark Grey,Toyota,Tacoma,W,Standard,13333,106129,867,0,178
2886,Blue,Ferrari,328,W,Standard,58056,86960,161,23,130
2887,Beige,Ford,Ranchero,W,Standard,63788,142656,686,1,316
2888,Orange,Pontiac,Formula,Inine,Standard,38510,56705,524,3,300
2889,Dark Grey,Toyota,AYGO,V8,Automatic,14416,102109,573,5,37
2890,Beige,Suzuki,Wagon,V6,Standard,33807,50520,934,7,21
2891,Black,Volkswagen,Golf Cabriolet,Electric,Standard,53203,66278,727,4,383
2892,Orange,Fiat,Doblò,Petrol,Automatic,10287,126900,621,17,200
2893,Beige,BMW,630,W,Standard,40709,105690,,14,
2894,Purple,Suzuki,Liana,Diesel,Standard,23763,74684,,17,
2895,White,Mazda,GLC,V8,Automatic,66472,66896,883,16,35
2896,Dark Green,Ferrari,Spider,V8,Standard,10154,148469,555,28,341
2897,Beige,Toyota,Tundra,Petrol,Automatic,71559,25759,946,23,388
2898,Grey,Toyota,Celica,Petrol,Standard,22550,42128,,6,
2899,Light Grey,Alfa Romeo,GT,W,Automatic,47211,51104,782,17,180
2900,Green,Fiat,Ulysse,Diesel,Standard,8790,109883,837,15,463
2901,Orange,Toyota,LandCruiser 90,Diesel,Automatic,39853,55219,408,20,19
2902,Dark Green,Maserati,420,W,Automatic,18456,126029,237,12,384
2903,Blue,Ferrari,340,Diesel,Automatic,69168,32830,123,7,446
2904,Pearl,Lexus,SC 400,Diesel,Automatic,38491,77667,,3,
2905,Pearl,Alfa Romeo,147,W,Automatic,20139,107511,397,13,317
2906,Yellow,Suzuki,X-90,W,Automatic,2327,24426,,14,
2907,Blue,Mazda,Tribute,W,Automatic,73310,62953,506,23,125
2908,Orange,Subaru,Justy,V6,Standard,46911,74852,255,0,128
2909,Grey,Ford,Granada,Inine,Automatic,28768,5546,,1,
2910,Purple,Nissan,Versa,Inine,Standard,55792,2915,78,17,142
2911,Green,Mazda,E-series,Electric,Standard,68410,102866,276,26,22
2912,Beige,Jaguar,Vanden Plas,Electric,Standard,30118,52147,105,3,453
2913,Purple,Alfa Romeo,145,Inine,Automatic,59020,61560,,6,
2914,Red,BMW,1 Series,Diesel,Standard,17282,84946,,24,
2915,Dark Green,Fiat,Palio,W,Standard,21272,50258,,25,
2916,Grey,Honda,Stream,W,Automatic,38410,134751,834,16,467
2917,Orange,BMW,335,V6,Automatic,37732,18450,,10,
2918,White,Pontiac,GTO,Electric,Automatic,52920,27041,709,14,177
2919,Green,Audi,A4,V8,Automatic,32489,96678,276,26,22
2920,Pearl,Renault,Master,Inine,Standard,57679,103103,328,5,433
2921,White,Fiat,Ulysse II,Electric,Standard,32706,144715,751,4,409
2922,Blue,Audi,200,Inine,Automatic,54414,148005,958,16,215
2923,White,Subaru,4x4 Turbo,V6,Automatic,42946,143614,420,14,240
2924,Pearl,Suzuki,Forsa,W,Standard,64868,37437,356,7,47
2925,White,Kia,Optima,V6,Standard,14083,14330,,19,
2926,Dark Grey,Honda,Prelude,Petrol,Automatic,39937,58945,562,2,396
2927,Pearl,Renault,Clio,V6,Standard,40156,139034,703,25,159
2928,Dark Blue,BMW,323,W,Standard,27099,69160,400,2,243
2929,Blue,Renault,17,V6,Standard,57366,55237,121,16,31
2930,Yellow,Alfa Romeo,33,Petrol,Standard,34462,9457,479,18,205
2931,Black,Suzuki,XL7,Petrol,Standard,70409,94861,,29,
2932,Dark Green,Jaguar,XJ6 Serie 2,V8,Standard,50523,29401,122,22,255
2933,Red,Lexus,ES 350,Inine,Automatic,25049,140963,,22,
2934,Red,Suzuki,Wagon,V6,Automatic,62640,41157,142,3,161
2935,Blue,Maserati,420,Inine,Standard,33093,106535,322,9,474
2936,Dark Blue,Mercedes Benz,500,W,Standard,74232,8685,89,14,405
2937,Green,Volkswagen,Caddy,Electric,Automatic,38746,116009,,11,
2938,Pearl,Hyundai,Sonata,Petrol,Automatic,12175,65225,206,22,381
2939,Black,BMW,M Coupe,V6,Automatic,54332,45288,532,17,271
2940,Dark Grey,Lexus,LS 400,Diesel,Standard,54514,77203,536,27,140
2941,Blue,Peugeot,607,Electric,Standard,46045,85530,,28,
2942,Yellow,Volkswagen,New Beetle,Inine,Standard,31810,21587,743,7,350
2943,Light Grey,Ford,Ranchero,Electric,Automatic,44336,146858,528,23,36
2944,Yellow,Volkswagen,T4 Pickup,Inine,Standard,38929,97921,1,22,285
2945,Grey,GMC,Sprint,W,Automatic,44312,122860,920,10,51
2946,Green,Volkswagen,Combi,Petrol,Standard,27654,87270,592,19,174
2947,Blue,Volkswagen,New Beetle Cabrio,Inine,Standard,62823,84528,855,19,290
2948,White,Volkswagen,Golf,V6,Standard,73924,16361,541,19,333
2949,Purple,Pontiac,Safari,V8,Standard,15890,133407,604,22,54
2950,Pearl,Hyundai,Stellar,W,Standard,45429,57449,774,15,327
2951,Red,Suzuki,Samurai,Petrol,Standard,33377,117122,34,16,144
2952,Orange,Chevrolet,Beretta,W,Automatic,55687,135425,902,4,6
2953,Dark Green,Peugeot,807,Electric,Automatic,67511,145290,262,0,5
2954,Beige,GMC,Sonoma,Petrol,Standard,20382,67269,,9,
2955,Blue,Toyota,LandCruiser,Diesel,Automatic,2833,38319,71,13,31
2956,Orange,Chevrolet,Caprice,V6,Automatic,4278,2045,728,9,109
2957,Blue,Ferrari,328,V8,Automatic,66092,20704,,0,
2958,Red,Ferrari,735,Diesel,Standard,67029,21087,155,25,127
2959,Light Grey,Renault,Clio,Electric,Standard,14540,51826,34,16,144
2960,Beige,Hyundai,Coupé,Inine,Automatic,55076,46682,579,5,206
2961,Dark Blue,Pontiac,J2000,Inine,Automatic,53724,41856,971,15,80
2962,Beige,Volkswagen,City Golf,Diesel,Automatic,8120,54282,283,28,430
2963,Green,Kia,Spectra EX,Diesel,Automatic,66364,10384,71,13,31
2964,Orange,Porsche,959,Electric,Automatic,38288,135197,681,21,433
2965,Yellow,Mazda,Metro,Diesel,Automatic,21755,99409,46,15,336
2966,White,Ferrari,355,Diesel,Standard,43069,69223,342,6,221
2967,Dark Grey,Honda,Prelude,V8,Standard,25850,1453,52,8,398
2968,Beige,Suzuki,XL7,Electric,Standard,10127,74132,,9,
2969,Dark Green,Ferrari,355,W,Automatic,18015,43157,164,29,456
2970,Pearl,Volkswagen,T5 Pickup,V6,Automatic,65156,62872,108,14,44
2971,Dark Grey,Chevrolet,Corsica,Electric,Standard,33950,132200,718,14,258
2972,Beige,Mercedes Benz,420,Electric,Standard,16934,66853,3,13,215
2973,Purple,Fiat,Cinquecento,V8,Standard,33150,124775,302,15,164
2974,Blue,Jaguar,XJ6,Electric,Standard,3246,139470,511,17,427
2975,Blue,Audi,Cabriolet,Inine,Automatic,54774,67506,75,28,307
2976,Green,Chevrolet,Celebrity,Inine,Standard,74220,14205,614,14,26
2977,Pearl,Honda,N600,Electric,Automatic,25058,96645,141,21,431
2978,Dark Grey,Chevrolet,Blazer,V6,Automatic,5103,44985,914,7,461
2979,Red,Alfa Romeo,Milano,W,Automatic,6645,147824,,24,
2980,Red,Chevrolet,Trailblazer,Petrol,Automatic,59819,125471,817,24,247
2981,White,Peugeot,107,Petrol,Automatic,30853,102650,,27,
2982,Green,Suzuki,Verona,V6,Standard,47530,61233,64,20,253
2983,Grey,Subaru,Outback,Electric,Standard,57174,9476,191,17,280
2984,Dark Blue,GMC,Caballero,W,Standard,30450,139375,894,21,301
2985,Pearl,Pontiac,Aztek,W,Standard,17881,115977,300,8,204
2986,Dark Blue,Ferrari,315,V8,Standard,48190,60308,585,11,147
2987,Beige,Kia,Carnival,Petrol,Automatic,3609,123365,137,24,428
2988,Green,Maserati,3500 GT,Diesel,Automatic,32716,41971,305,5,114
2989,Red,Pontiac,Pursuit,W,Automatic,52170,57606,988,11,121
2990,Orange,Nissan,Terrano,W,Standard,42926,34907,662,11,339
2991,Green,Fiat,Seicento,Electric,Automatic,37055,93272,781,4,27
2992,Blue,Pontiac,Solstice,Inine,Standard,41678,85532,,21,
2993,Black,Fiat,Ducato,Diesel,Standard,72514,52403,,16,
2994,Black,Peugeot,1007,Petrol,Standard,13533,5329,308,19,148
2995,Yellow,GMC,Envoy XUV,W,Automatic,21257,141160,,11,
